Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Life Cycle Status Type,Address,Finder ID,Identifier,In Language(s),Last Updated,Owned By/Offered By,Published By,Time Estimate(s),Occupation Code(s),Instructional Program Code(s),Delivery Type(s),Subject Webpage,Keywords,Financial Assistance,Requirements Description(s),Finder Detail Page,Registry URI,Required Credit,Estimated Cost(s),Estimated Cost Details
Resource,,ceterms:Course,Course,NAF (Non-Appropriated Fund) Basic Contracting (E-Learning) [reference],"This course provides information on Government contracting as part of the acquisition process, the rules of Appropriated and Non Appropriated Fund (NAF) contracting, areas of responsibilities in NAF contracting, NAF procurement processes for small (simplified) purchasing, NAF contracting administration, and forms used for contracting.",Active,,252895,,,"Jan 17, 2024 7:20 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/252895,,,,
Resource,,ceterms:Course,Course,Child and Youth Services (CYS) Mobilization and Contingency [reference],"To provide the CYS staff with essential knowledge and skills to develop a Mobilization and Contingency (MAC) Plan, how to monitor, implement, and evaluate it in order to provide continued care and supervision of children and youth during military deployments, natural disasters, and emergencies.",Active,,255527,,,"Jan 17, 2024 3:13 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/255527,,,,
Resource,,ceterms:Course,Course,"Morale, Welfare and Recreation (MWR) Management Course (Correspondence) [reference]","To familiarize new managers with various areas of MWR program management responsibilities including financial management, management controls, budgeting, personnel management, and acquisition management in accordance with Army Regulations (AR 215).",Active,,253968,,,"Jan 17, 2024 3:11 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253968,,,,
Resource,,ceterms:Course,Course,Leadership and Management for Support Services Division Chiefs [reference],"The course objective is to explore and strengthen leadership and management skills necessary to manage a garrison Family and Morale, Welfare and Recreation (Family and MWR) Support Services Division. Major topics include: customer service, trends, leveraging resources, innovation, strategic thinking, and change management. Students will examine their own leadership styles and organizations to ensure knowledge is applied to real-life challenges that impact quality, affordability, availability, and accountability.",Active,,254568,,,"Jan 16, 2024 10:52 PM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/254568,,,,
Resource,ce-deed3c67-4bfb-4d03-80f2-54fdc6303b74,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Clinical Medical Assistant (CCMA) Certified Phlebotomy Technician CPT and Certified EKG Technician CET national certification exams from National Healthcareer Association NHA,"Clinical Medical Assistant - CCMA CET CPT, EKG Technician, and Phlebotomy Technician Certification Programs",Active,,15162,,English,"Feb 8, 2024 1:55 PM",Texas A&M University Corpus Christi - Training Programs,Tri-Agency Workforce Initiative,1 week,Medical Assistants (31-9092.00),Medical/Clinical Assistant (51.0801),Blended Delivery,https://tamucc.worldeducation.net/product/certified-clinical-medical-assistant-professional,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15162,https://credentialengineregistry.org/resources/ce-deed3c67-4bfb-4d03-80f2-54fdc6303b74,45 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://tamucc.worldeducation.net/product/certified-clinical-medical-assistant-professional | US Dollar,Cost #1 | Tuition | 4595
Addendum,ce-deed3c67-4bfb-4d03-80f2-54fdc6303b74,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://tamucc.worldeducation.net/product/certified-clinical-medical-assistant-professional | US Dollar,Cost #1 | Learning Resource
Addendum,ce-deed3c67-4bfb-4d03-80f2-54fdc6303b74,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://tamucc.worldeducation.net/product/certified-clinical-medical-assistant-professional | US Dollar,Cost #1 | Optional Charges
Resource,ce-08906319-6c09-4504-884d-e7ed67b110ad,ceterms:Course,Course,ECE 54400 - Digital Communications,"Introduction to digital communication systems and spread spectrum communications. Topics include analog message digitization, signal space representation of digital signals, binary and M-ary signaling methods, detection of binary and M-ary signals, comparison of digital communication systems in terms of signal energy and signal bandwidth requirements. The principal types of spread spectrum systems are analyzed and compared. Application of spread spectrum to multiple access systems and to secure communication systems is discussed. Typically offered Fall.",Active,,274177,,English,"Dec 2, 2024 11:11 AM",Purdue University Northwest,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/274177,https://credentialengineregistry.org/resources/ce-08906319-6c09-4504-884d-e7ed67b110ad,,,
Resource,,ceterms:Course,Course,NAF Child and Youth Services Financial Management (CYS FinMan) [reference],"The course objective is to strengthen Child and Youth Services as a business enterprise. By the end of this course, students will understand and have the tools necessary to analyze and configure an effective and efficient program to sustain quality affordable programming for children and youth. Students will examine floor plans, staffing, business rules, ratios, funding per space as well as marketing, internal controls, and financial tools available to create a financially sound program. Students will participate in and have hands on practice of each element of planning and configuring a mock garrison’s CYS program.",Active,,252504,,,"Jan 17, 2024 7:37 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/252504,,,,
Resource,,ceterms:Course,Course,CYS Program Management for Training and Programming Specialists (TAPS) [reference],"To provide knowledge of youth and adolescent program standards, coaching and mentoring skills, and tools that will enable them to create an effective training program, build positive relationships; focus on customer needs, and implement effective programming.",Active,,253972,,,"Jan 17, 2024 3:12 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253972,,,,
Resource,,ceterms:Course,Course,CYS Program Management for Training and Curriculum Specialists (TACS) [reference],To provide participants with the necessary skills to ensure quality developmental programming and the ability to deliver effective caregiver/provider training.,Active,,255145,,,"Jan 17, 2024 3:12 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/255145,,,,
Resource,ce-d6c252c3-32ad-4129-a6d1-9a3717a44648,ceterms:Course,Course,MAC 2003: Introduction to CNC Operations,"Introduces basic writing and editing of CNC programs. G&M codes, math, speeds feeds, production processes including basic process controls, simple fixturing, and documentation associated with manufacturing will be covered.",Active,,263001,,English,"Sep 25, 2024 2:00 PM",Community College of Denver,,,,,,https://catalog.ccd.edu/programs-courses/academic-pathways/industry-manufacturing-construction/machine-technologies/#cnc,,,,https://credentialfinder.org/LearningOpportunity/263001,https://credentialengineregistry.org/resources/ce-d6c252c3-32ad-4129-a6d1-9a3717a44648,,,
Resource,ce-e6cb0917-6bda-49fa-a4a3-0965dc90a29c,ceterms:Course,Course,POFM 2010 - Intermediate Medical Coding,This course will introduce assignment and application of various coding guidelines with emphasis on physician billing and regulatory requirements. Includes code selection for Evaluation and Management (E/M) and Medical/Surgical cases.,Active,,282381,,English,"Mar 24, 2025 3:21 PM",Houston Community College,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/282381,https://credentialengineregistry.org/resources/ce-e6cb0917-6bda-49fa-a4a3-0965dc90a29c,,,
Resource,,ceterms:Course,Course,Executive Leadership and Management for Family and MWR Division Chiefs [reference],"The course objective is to explore the breadth and depth of the Family and MWR environment, focusing on how Family and MWR Divisions interact to deliver on the Army Family and Community Covenants. Students will learn effective strategies for leading and managing organizations responsive to change. The curriculum focuses on balancing the tension between long-term program goals and short-term pressures through the core competencies: leading people, change and continuous improvement, business and technical proficiency, communication, and drive for results. Students will have the opportunity to interact with the program proponents from G9 for discussion of current issues and trends and future challenges that face Family and MWR professionals. They will return to their Garrisons armed with the tools to develop a strategic plan that delivers on the army covenants.",Active,,253979,,,"Jan 17, 2024 3:13 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253979,,,,
Resource,,ceterms:Course,Course,Army Community Service (ACS) Soldier Family Assistance Center Program Management [reference],"To provide students with knowledge, management techniques, tools, and advisory skills required to implement Soldier and Family Assistance Center programs.",Active,,253981,,,"Jan 16, 2024 8:58 PM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253981,,,,
Resource,,ceterms:Course,Course,Executive Development for Marine Corps Community Services (MCCS) Senior Leaders [reference],"To analyze factors in Government, Marine Corps and society that impact Marine Corps Community Services (MCCS) in order to develop leaders able to formulate balanced and viable MCCS programs.",Active,,253973,,,"Jan 16, 2024 8:57 PM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253973,,,,
Resource,,ceterms:Course,Course,"Executive Development for Directors of Family and Morale, Welfare, and Recreation (FMWR) [reference]",To develop performance skills to enable directors to analyze an organizations' performance and develop strategic business plans.,Active,,253969,,,"Jan 17, 2024 3:11 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253969,,,,
Resource,ce-71fbd263-4106-4bca-9d89-a8f4976da19f,ceterms:Course,Course,ECHO 421 - Fetal Echocardiography,"This course provides the student with a study of the fundamentals of fetal echocardiography, including case study review of normal anatomy, physiology, and pathological conditions of the heart and its visualization with 2D and 3D imaging, Doppler, and M-mode echocardiography.",Active,,277769,,English,"Dec 16, 2024 10:40 AM",University of Southern Indiana,,,,,,https://bulletin.usi.edu/preview_course_nopop.php?catoid=56&coid=105840,,,,https://credentialfinder.org/LearningOpportunity/277769,https://credentialengineregistry.org/resources/ce-71fbd263-4106-4bca-9d89-a8f4976da19f,,,
Resource,,ceterms:Course,Course,"Army Family Child Care (FCC) for Central Enrollment Registry (CER), Directors, and Providers [reference]","To improve the automation and web skills of Army Family Child Care (FCC) Directors, Providers and those who maintain Central Registry by using Army FCC Online website tool to market FCC homes and to manage their vacancies.",Active,,255526,,,"Jan 17, 2024 3:13 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/255526,,,,
Resource,ce-e8df5637-a7dd-4ee4-b82c-d883206c2043,ceterms:Course,Course,IET 59000 - Special Problems In Industrial Engineering Technologies,Intensive individual study of selected current developments and issues in Industrial Engineering Technology. A faculty sponsor is required for this course. Does not substitute for either M.S. thesis or M. S. project credit. Permission of instructor required. Typically offered Fall Spring Summer.,Active,,273350,,English,"Dec 2, 2024 10:20 AM",Purdue University Northwest,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/273350,https://credentialengineregistry.org/resources/ce-e8df5637-a7dd-4ee4-b82c-d883206c2043,,,
Resource,ce-0c8adacc-5149-41be-99f0-555ea1b5f0c5,ceterms:Course,Course,ITS 59000 - Special Problems In Computer Information Technology,Intensive individual study of selected current developments and issues in Computer Information Technology. A faculty sponsor is required for this course. Does not substitute for either M.S. thesis or M. S. project credit. Permission of instructor required. Typically offered Fall Spring Summer.,Active,,272947,,English,"Dec 2, 2024 10:01 AM",Purdue University Northwest,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/272947,https://credentialengineregistry.org/resources/ce-0c8adacc-5149-41be-99f0-555ea1b5f0c5,,,
Resource,ce-972b82e7-7265-43db-8aeb-61cf19a375f8,ceterms:Course,Course,DMT 84A - Introduction to CNC Programming and Operation; Mill,"Introduction to mill tool path programming using G & M code format. CNC systems and components including machine controller functions and operations. Program entry, editing, and verification. Calculation for mill cutter compensation. Precision inspection techniques. Basic mill setups, including cutting tool selection, and work holding.",Active,,278571,California Taxonomy of Program (TOP) code: 0956.00,English,"Dec 21, 2024 9:02 AM",De Anza College,,,,Manufacturing Engineering Technology/Technician (15.0613),,https://www.deanza.edu/catalog/courses/outline.html?y=2024-2025&course=dmtd084a,,,,https://credentialfinder.org/LearningOpportunity/278571,https://credentialengineregistry.org/resources/ce-972b82e7-7265-43db-8aeb-61cf19a375f8,,,
Resource,ce-877bf980-16a0-4c38-a304-6de8cb9d47b5,ceterms:Course,Course,MAC 2001: Introduction to CNC Turning Operations,"Covers computer numerical control (CNC) lathe operations, control functions, the letter address system, the program format, and machine setup. G & M codes, control functions, the letter address system, and math issues related to CNC are included. This class is NOT offered on an open-entry, open-exit basis.",Active,,263004,,English,"Sep 25, 2024 2:00 PM",Community College of Denver,,,,,,https://catalog.ccd.edu/programs-courses/academic-pathways/industry-manufacturing-construction/machine-technologies/#cnc,,,,https://credentialfinder.org/LearningOpportunity/263004,https://credentialengineregistry.org/resources/ce-877bf980-16a0-4c38-a304-6de8cb9d47b5,,,
Resource,ce-d4e53954-1933-4c49-a9bd-566e35b30e24,ceterms:Course,Course,ECET 41400 - Wireless Communications,"Practical and theoretical aspects of wireless communication system design are studied; particular emphasis is on mobile communications. Frequency reuse, handoff, cell splitting, indoor/outdoor propagation, cochannel interference, m frequency management, channel assignment techniques, cell-site antennas, handset antenna/human body interaction, switching and traffic, AMPS, GSM, TDMA, and CDMA are studied.",Active,,287708,,English,"Apr 3, 2025 10:11 AM",Purdue University Fort Wayne,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/287708,https://credentialengineregistry.org/resources/ce-d4e53954-1933-4c49-a9bd-566e35b30e24,,,
Resource,ce-7a023a02-15f5-411f-b32f-d350579e2049,ceterms:Course,Course,MATH-A 105 - Fundamental Skills For Finite Mathematics,"This course examines the prerequisite knowledge and fundamental mathematics skills to improve success in MATH-M 118.  Topics include basic graphing of points, lines, and inequalities; creating and solving models of real-world problems using systems of linear equations/inequalities; calculator tutorials; beginning set theory; basic probability; and simple statistical measures.",Active,,289177,"Typically Offered: Spring, Fall",English,"Apr 9, 2025 12:52 PM",Indiana University Southeast,,,,,,https://sisjee.iu.edu/sisigps-prd/web/igps/course/search/,,,,https://credentialfinder.org/LearningOpportunity/289177,https://credentialengineregistry.org/resources/ce-7a023a02-15f5-411f-b32f-d350579e2049,,,
Resource,ce-97cbed08-829b-4c5b-a1df-57b34a6c807c,ceterms:Course,Course,FSHD 2341 - Pattern Grading,"Instruction in sizing standard patterns larger and smaller for the mass production of apparel. A study of 1"", 1-1/2"", and 2"" and S-M-L-XL grade rules and their applications. Skill development in grading basic and fashion patterns with the ruler, the grading machine, and the computer.",Active,,286165,,English,"Mar 31, 2025 2:01 PM",Houston Community College,,,,,,,,,FSHD 1328,https://credentialfinder.org/LearningOpportunity/286165,https://credentialengineregistry.org/resources/ce-97cbed08-829b-4c5b-a1df-57b34a6c807c,,,
Resource,ce-36b39e17-c6ef-4dac-bfb7-cd036a711339,ceterms:Course,Course,DMT 84C - CNC Lathes-Horizontal Mill-4th Axis Rotary-Programming Operations,"CNC lathe tool path programming using G&M code format, including tool orientation, compensation and canned cycles. Programming for CNC horizontal machining centers and 4th axis rotary tables. Horizontal machining center and lathe controller functions, setup and operations. Fixture design for mills and lathes; base plate layout, supporting, locating, and clamping practices.",Active,,279117,California Taxonomy of Program (TOP) code: 0956.00,English,"Dec 21, 2024 9:56 AM",De Anza College,,,,Manufacturing Engineering Technology/Technician (15.0613),,https://www.deanza.edu/catalog/courses/outline.html?y=2024-2025&course=dmtd084c,,,,https://credentialfinder.org/LearningOpportunity/279117,https://credentialengineregistry.org/resources/ce-36b39e17-c6ef-4dac-bfb7-cd036a711339,,,
Resource,ce-b8defd65-d675-4abb-9277-0556bc5b2901,ceterms:Course,Course,Echo II - CVS 164,"This course is a continuation of CVS 163 with continued study of 2-D and M-mode imaging. Emphasis is placed on continuous wave, pulsed wave, color, and power Doppler imaging of normal and abnormal cardiac conditions. Upon completion, students should be able to perform and recognize normal and abnormal cardiac studies.",Active,,294064,,English,"Apr 25, 2025 9:45 PM",Forsyth Technical Community College,,,,,,https://catalog.forsythtech.edu/2526/course/CVS/164,,,CVS 163,https://credentialfinder.org/LearningOpportunity/294064,https://credentialengineregistry.org/resources/ce-b8defd65-d675-4abb-9277-0556bc5b2901,,,
Resource,ce-8e55685f-7dfe-4501-b339-4ed38f564e25,ceterms:Course,Course,PMTD 225 - CNC Programming and Operations II,"This course is designed to teach students to program, set-up, and manufacture parts on CNC machine tools. All parts will be programmed utilizing manual G & M code and CAD-CAM systems. Emphasis will be placed on programming efficiency, proper set-ups, accuracy, cutter selection, speeds, feeds, troubleshooting, and interpretation of CNC code. 2 lecture hours.",Active,,276046,,English,"Dec 4, 2024 11:00 AM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160055,,,A grade of C or better in PMTD 125 and DRAF 101. Corequisite(s): PMTD 225L and PMTD 210.,https://credentialfinder.org/LearningOpportunity/276046,https://credentialengineregistry.org/resources/ce-8e55685f-7dfe-4501-b339-4ed38f564e25,,,
Resource,ce-889f0b45-47fa-4185-b70b-7c1168ca1d10,ceterms:Course,Course,PMTD 116 - Introduction to CNC Programming,"This course will provide students with entry-level programming knowledge of CNC mill and lathe. Students will learn various G and M codes and then use them to write manual CNC programs from industrial blueprints. Emphasis will be on absolute and incremental programming, machine parameters, machine settings, part programming, program editing, and program verification. 2 lecture hours.",Active,,274705,,English,"Dec 3, 2024 2:50 PM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160675,,,,https://credentialfinder.org/LearningOpportunity/274705,https://credentialengineregistry.org/resources/ce-889f0b45-47fa-4185-b70b-7c1168ca1d10,,,
Resource,,ceterms:Course,Course,"Leadership and Management for Division Chiefs Course (Army Community Service; Business Operations; Child, Youth and School Services; Community Recreation; NAF Support Services) [reference]","The course objective is to explore the leadership and management skills necessary to manage and lead a Garrison level Family and MW R Division, their own leadership styles and organization; and apply to 'real-life' challenges. Interact with IMCOM senior leaders and subject matter experts to discover current trends and changing needs in Division level programs and determine the impact on those programs.",Active,,251909,,,"Jan 17, 2024 5:27 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/251909,,,,
Resource,ce-4eea245d-4641-47da-8ed6-d90cca0d725d,ceterms:Course,Course,PMTD 125 - CNC Programming and Operations I,"This course is designed to provide students with extensive training in G and M code manual programming of CNC mills and lathes. Students will use online virtual training software to input information, edit, set-up tooling, and graphically verify the appropriate code for CNC mills and lathes. The end result of the various methods will be a piece part program that can be machined to blueprint specifications. 4 lecture hours.",Active,,276028,,English,"Dec 4, 2024 10:59 AM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160048,,,Prerequisite(s): A grade of C or better in PMTD 120.,https://credentialfinder.org/LearningOpportunity/276028,https://credentialengineregistry.org/resources/ce-4eea245d-4641-47da-8ed6-d90cca0d725d,,,
Resource,ce-3b999461-eeb2-42b4-aaf0-0a3c2cec3d35,ceterms:Course,Course,MCHN 2003 - Fundamentals of Computer Numerical Control,"Learn the operations of Computer Numerical Control Machines (CNC) for machine shop support. You will be introduced to G and M codes that are necessary to program Computer Numerical Control (CNC) machines; and you will be able to write, edit and apply basic knowledge of CNC programs while selecting appropriate feeds and speeds for various materials. You will demonstrate this in our state-of-the-art machine shop and CNC simulator.",Active,,282272,,English,"Mar 24, 2025 3:15 PM",Houston Community College,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/282272,https://credentialengineregistry.org/resources/ce-3b999461-eeb2-42b4-aaf0-0a3c2cec3d35,,,
Resource,,ceterms:Course,Course,Family and MWR Budgeting (A suite of two courses: Entering Budget Data in Financial Management Budget System (FMBS) and Family and MWR Budget Process) [reference],"The course objective is to introduce the NAF budgeting cycle including: timelines, requirements, funding sources, the budget narrative, submissions, approval process, constraints, and execution. Learners will gain an overall knowledge of the online Financial Management Budget System (FMBS), Uniform Funding and Management (UFMs) and Management Decision Packages (MDEPs) to complete the three budget inputs: Annual Operating Budget [AOB], Capital Purchase and Minor Construction [CPMC], and Appropriated Fund [APF] / Non-Appropriated Fund [NAF] 5-Year Plan. This will be accomplished through practical exercises to forecast revenue and expenses and enter results into FMBS, the CPMC budget and the Five-Year Plan.",Active,,252977,,,"Jan 17, 2024 7:36 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/252977,,,,
Resource,,ceterms:Course,Course,"Marine Corps Community Service (MCCS) Applied Financial Planning-(A Suite of Four Courses: Breakeven Analysis, Forecasting, Retail Sales Accountability, and Profit and Loss Statement Analysis) [reference]","The course objective is to provide information and tools on financial statements and financial trend analyses for generating income, controlling expenses, and forecasting Marines' MWR activities utilizing financial data and scenarios.",Active,,256070,,,"Jan 17, 2024 3:14 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/256070,,,,
Resource,ce-3bec0cf8-0645-4cd6-a980-d3300f30caef,ceterms:LearningOpportunityProfile,Learning Opportunity,Nanotechnology Practice Certificate--Twin Cities,The 16-credit nanotechnology practice certificate is awarded for successful completion of six courses that comprise the nanotechnology capstone program for students from Dakota County Technical College.  The courses are offered by the College of Continuing Education in cooperation with the U of M College of Science and Engineering. This certificate is specifically intended to provide a professional credential for the DCTC students (and possibly nanotechnology students from other partner institutions in the future).,Active,100 Church Street SE; Minneapolis; Minnesota; 55455,5460,,English,"Mar 21, 2022 3:13 AM","University of Minnesota, Twin Cities",Minnesota Department of Employment and Economic Development (DEED),,,,In-Person,http://www.umn.edu,,,,https://credentialfinder.org/LearningOpportunity/5460,https://credentialengineregistry.org/resources/ce-3bec0cf8-0645-4cd6-a980-d3300f30caef,,,
Resource,ce-963a83ab-822f-414c-b69e-7877a152e28c,ceterms:Course,Course,"RSNM 202 - CNC Mill: Programming, Setup, and Operations","This course introduces basic CNC vertical milling operations. Topics and applications focus on setup and operation practices pertaining to CNC milling and programming language using G&M codes and CAM systems. Emphasizes critical thinking and problem solving through hands-on experience and practical applications. This course aligns with NIMS (National Institute of Metalworking Skills) standards. This course is repeatable for credit. 2 lecture hours, 5 laboratory hours (30 lecture+70 laboratory hours total).",Active,,274836,,English,"Dec 3, 2024 2:56 PM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160561,,,,https://credentialfinder.org/LearningOpportunity/274836,https://credentialengineregistry.org/resources/ce-963a83ab-822f-414c-b69e-7877a152e28c,,,
Resource,ce-9f0e336f-8589-4fb3-b7b8-37ee6031b290,ceterms:Course,Course,"RSNM 203 - CNC Turning: Programming, Setup, and Operations","This course introduces basic CNC horizontal lathe turning operations. Topics and applications cover setup and operation practices pertaining to CNC turning and programming language using G&M codes and CAM systems. Emphasizes critical thinking and problem solving through hands-on experience and practical applications. This course aligns with NIMS (National Institute of Metalworking Skills) standards. This course is repeatable for credit. 2 lecture hours, 5 laboratory hours (30 lecture+70 laboratory hours total).",Active,,274781,,English,"Dec 3, 2024 2:53 PM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160562,,,,https://credentialfinder.org/LearningOpportunity/274781,https://credentialengineregistry.org/resources/ce-9f0e336f-8589-4fb3-b7b8-37ee6031b290,,,
Resource,,ceterms:Course,Course,"Introduction to Sport Management (a suite of 4 modules [Sports History & Theory, Sports Tournaments, Sports Rec-trac, Sports Event Planning] all of which must be taken to receive course credit) [reference]","To provide students with a historical preview of organized sports and their influence on individuals, organizations and society and on methods of conducting sports tournaments for a variety of Army Recreation Programs, to utilize the key features of Rectrac MIS to reserve a sports facility and  set up a sports program and successfully plan and execute a sports special event.",Active,,253982,,,"Jan 17, 2024 3:14 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/253982,,,,
Resource,ce-3d9ac3ea-a88d-4c9c-aba1-595038cf0475,ceterms:Course,Course,PMTD 225L - CNC Programming and Operations Laboratory II,"Using CNC machining centers, turning centers, and the wire EDM, each student will program, setup, and operate CNC machine tools. The Coordinate Measuring Machine (CMM) will also be used to inspect parts. All parts will be programmed utilizing either Mastercam CAD-CAM programming software or Manual G & M code programming. Emphasis will be placed on process planning, programming efficiency, accurate setup, proper cutter selection, speeds and feeds, carbide tooling, and the generation and interpretation of CNC code. 5 laboratory hours.",Active,,275944,,English,"Dec 4, 2024 10:53 AM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160056,,,Corequisite(s): PMTD 225.,https://credentialfinder.org/LearningOpportunity/275944,https://credentialengineregistry.org/resources/ce-3d9ac3ea-a88d-4c9c-aba1-595038cf0475,,,
Resource,ce-a5c9ef08-35d1-4892-b962-9097f2f34687,ceterms:Course,Course,MAC 2002: CNC Turning Operations II,"Prepares students to write basic computer numerical control (CNC) lathe part programs. G and M codes, math related to CNC, setups, speeds and feeds, straight turning, spherical turning, threading, chamfering, tapering, drilling, tapping, boring, and grooving will be covered. Cutter compensations, sub-programming techniques, repetitive cycles, and both absolute and incremental will be incorporated into programs. Students will also proof and edit the programs to make them valid. This class is NOT offered on an open-entry, open-exit basis.",Active,,262976,,English,"Sep 25, 2024 1:59 PM",Community College of Denver,,,,,,https://catalog.ccd.edu/programs-courses/academic-pathways/industry-manufacturing-construction/machine-technologies/#cnc,,,,https://credentialfinder.org/LearningOpportunity/262976,https://credentialengineregistry.org/resources/ce-a5c9ef08-35d1-4892-b962-9097f2f34687,,,
Resource,ce-6713071a-d724-4db1-ab39-29192fa9b09a,ceterms:Course,Course,PMTD 235L - CNC Programming and Operations Laboratory III,"Using CNC machining centers, turning centers, and the wire EDM, each student will program, setup, and operate CNC machine tools. The Coordinate Measuring Machine (CMM) will also be used to inspect parts. All parts will be programmed utilizing one of three methods; Mastercam CAD-CAM programming software, Manual G & M code programming, or a simulation programming software. Emphasis will be placed on process planning, programming efficiency, accurate setup, proper cutter selection, speeds and feeds, carbide tooling, and the generation and interpretation of CNC code. 5 laboratory hours.",Active,,276010,,English,"Dec 4, 2024 10:59 AM",Vincennes University,,,,,,https://catalog.vinu.edu/preview_course_nopop.php?catoid=50&coid=160058,,,Corequisite(s): PMTD 235.,https://credentialfinder.org/LearningOpportunity/276010,https://credentialengineregistry.org/resources/ce-6713071a-d724-4db1-ab39-29192fa9b09a,,,
Resource,,ceterms:Course,Course,Family and MWR Budgeting in the NAF and APF Systems (A suite of two courses: FMWR Budgeting in the NAF System and FMWR Budgeting and APF Support) both of which must be taken to receive course credit (E-Learning) [reference],"The course objective is to introduce the NAF and APF budgeting cycle including: requirements, funding sources, budget narrative, submissions, approval process, constraints, and execution. Students will gain an overall knowledge of the Financial Management Budget System (FMBS), UFMs and Management Decision Packages (MDEPs) to complete the three budget inputs: Annual Operating Budget [AOB], Capital Purchase and Minor Construction [CPMC], and Appropriated Fund [APF] / Non-Appropriated Fund [NAF] 5-Year Plan. This will be accomplished through practical exercises to forecast revenue and expenses, enter results into the FMBS and how to enter data into the CPMC budget and the Five-Year.",Active,,255529,,,"Jan 17, 2024 3:14 AM","Installation Management Command, G7 Training Division MG Robert M. Joyce School for Family and MWR",,,,,,,,,,https://credentialfinder.org/LearningOpportunity/255529,,,,
Resource,ce-8456f042-bbb4-4da7-bf14-f5654ed159a6,ceterms:Course,Course,MPRO 107 - CNC Operations,Introduces the basic concepts of computer numerical control (CNC) operations as they exist in a manufacturing environment. Skills in setup and operation of a CNC mill and lathe will be acquired using multiple machine tool controllers.,Active,,269199,,English,"Oct 2, 2024 6:25 PM",Ivy Tech Community College of Indiana,,,,,,https://catalog.ivytech.edu/preview_course_nopop.php?catoid=9&coid=33697&print,,,,https://credentialfinder.org/LearningOpportunity/269199,https://credentialengineregistry.org/resources/ce-8456f042-bbb4-4da7-bf14-f5654ed159a6,,,
